id,review,aspect,sentiment
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
1196,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,negative
3689,We could only get through an appetizer and cheese fondue.,appetizer,neutral
3689,We could only get through an appetizer and cheese fondue.,cheese_fondue,neutral
3472,Both times we waited well over a half hour for a table (even though we had reservations).,table,negative
3472,Both times we waited well over a half hour for a table (even though we had reservations).,reservations,negative
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,positive
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,neutral
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,positive
2253,Try the green curry!!!,green_curry,positive
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,positive
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,positive
3425,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,positive
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive
2698,We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",seat,positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","currys_(masaman,_green,_red)",positive
2496,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,positive
124,The food there are sastifying.,food,positive
630,I highly recommend visiting this restaurant and having dinner and drinks!,dinner,positive
630,I highly recommend visiting this restaurant and having dinner and drinks!,drinks,positive
267,The bar is very well stocked with interesting beers and well priced wines.,bar,positive
267,The bar is very well stocked with interesting beers and well priced wines.,beers,positive
267,The bar is very well stocked with interesting beers and well priced wines.,wines,positive
267,The bar is very well stocked with interesting beers and well priced wines.,priced,positive
2657,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,negative
920,The food was good.,food,positive
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine_selection,positive
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",gigondas,positive
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",house_champagne,positive
2976,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",price,neutral
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,negative
304,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,positive
3225,I particularly love their yellowfun tuna and their mussel selection.,yellowfun_tuna,positive
3225,I particularly love their yellowfun tuna and their mussel selection.,mussel_selection,positive
3154,I love to visit Murrays for my bagel fix.,bagel,positive
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,positive
2348,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",dinner_reservations,positive
921,The place was nice and calm.,place,positive
532,Cheese plate is a varied delight and great bargain at $10.,cheese_plate,positive
1972,I could have drank 4 glasses of water and still been parched - so watch out.,glasses_of_water,neutral
553,"When we sat, we got great and fast service.",service,positive
1681,"Most of the servers are very attentive, friendly and quite attractive.",servers,positive
1734,Service is average.,service,neutral
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,godmother_pizza_(a_sort_of_traditional_flat_pizza_with_an_olive_oil-brushed_crust_and_less_tomato_sauce_than_usual),positive
2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,positive
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic_forks,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus_platter,neutral
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",steak,positive
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",fish,positive
2715,"The steak is good, the fish is good and the sushi was surprisingly great.",sushi,positive
2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,positive
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative
3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",staff,negative
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",cocktails,positive
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",decor,positive
2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",sushi,positive
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple_tarte_tatin,positive
2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,neutral
915,The buffet had a nice selection.,buffet,positive
915,The buffet had a nice selection.,selection,positive
1768,Waitstaff are very friendly.,waitstaff,positive
1664,Service was slow had to wait to order and get food although not crowded.,service,negative
1664,Service was slow had to wait to order and get food although not crowded.,food,neutral
3690,Will have to return to try the chocolate!,chocolate,positive
2827,"The food was below average, the service was pathetic, there was no ambience at all.",food,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative
2827,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,shows,positive
1585,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,actors,positive
2163,Our first time in New York and we had to try a New York Bagel.,new_york_bagel,neutral
3443,service was efficient courteous.,service,positive
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso_soup,negative
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,negative
412,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,negative
2154,They are the best bagels I've had.,bagels,positive
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral
1667,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,food,neutral
426,"Toons has recently been redone, so it's now a very attractive space.",space,positive
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",filets,neutral
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",sides,neutral
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",appetizer,neutral
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",drinks,neutral
3380,"While the prices are nothing special, the portions are huge.",prices,neutral
3380,"While the prices are nothing special, the portions are huge.",portions,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",location,positive
3185,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",meal,positive
2651,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,neutral
718,"However, I think this place is a good hang out spot.",spot,positive
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive
2848,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",prix_fixe,neutral
523,The wine list is extensive and impressive.,wine_list,positive
1497,We had the most wonderful waitress.,waitress,positive
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",staff,positive
2697,The quail was fantastic and unique and the pastas were full of flavor.,quail,positive
2697,The quail was fantastic and unique and the pastas were full of flavor.,pastas,positive
2697,The quail was fantastic and unique and the pastas were full of flavor.,flavor,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,mashed_potatoes,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,positive
1116,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,positive
3001,The staff is courteous and friendly.,staff,positive
2067,Decor is nice though service can be spotty.,decor,positive
2067,Decor is nice though service can be spotty.,service,negative
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive
2491,"Aside from the rushed service, we were very impressed with the food and the drinks.",drinks,positive
1045,Make sure you have the Spicy Scallop roll.. .,spicy_scallop_roll,positive
2895,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,indian_dining_experience,positive
1650,This big draw is the all you can sushi here for $19.95!,sushi,positive
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",workers,negative
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",order,negative
208,The specials are usually quite good too.,specials,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,desserts,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,mixed_drinks,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,snack_foods,positive
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,chocolate_mud_cake_(warmed),positive
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,dulce_de_leche_gelato,positive
609,Really cool stauff inside.,stauff,positive
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",classical_furniture,positive
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",menu,negative
602,The best burger I have had in the Village.,burger,positive
909,We visited Orsay during NY Restaurant Week and tried their $35 menu.,menu,neutral
488,I would have gotten some cole slaw and a knish if my stomach had more space.,cole_slaw,neutral
488,I would have gotten some cole slaw and a knish if my stomach had more space.,knish,neutral
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,neutral
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond_wood_decor,positive
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",sake,positive
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive
2532,Your money could easily be better spent elsewhere (Anywhere).,money,neutral
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,negative
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",eggs,negative
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,negative
552,As always we had a great glass of wine while we waited.,glass_of_wine,positive
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait_staff,positive
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",atmosphere,negative
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,neutral
509,Service was very good and warm.,service,positive
2318,For dinner I had the chicken tikka-masala and some garlic naan.,chicken_tikka-masala,neutral
2318,For dinner I had the chicken tikka-masala and some garlic naan.,garlic_naan,neutral
2318,For dinner I had the chicken tikka-masala and some garlic naan.,dinner,neutral
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,dinner,positive
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,positive
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,positive
3527,The food is nothing like its menu description.,food,negative
3527,The food is nothing like its menu description.,menu_description,negative
1387,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,pad_se-ew,positive
1387,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,chicken_with_cashew_nuts,positive
3629,It's just O.K. pizza.,pizza,neutral
594,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral
2620,"The service was a bit slow, but they were very friendly.",service,negative
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",specials,positive
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",atmosphere,positive
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",french_bistro_fare,positive
46,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
656,Thius is a must for anyone who loves Shabu-Shabu.,shabu-shabu,positive
1301,The food was absolutely horrible!,food,negative
3539,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",dinner_special,neutral
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",people_with_carts_of_food,negative
2643,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling_calamari_salad,positive
1655,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",sushi_place,negative
1935,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group_dinner,neutral
1254,The Thai ice tea was amazingly smooth and yummy!,thai_ice_tea,positive
3021,We've never had any problems with the staff but maybe we've been lucky?,staff,positive
1665,Drinks way over priced.,drinks,negative
1665,Drinks way over priced.,priced,negative
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise_level,negative
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,negative
2230,What I didn't like was how the food came right after it was ordered.,food,negative
574,Moderate prices.,prices,neutral
3229,I think I've had some the best meals of my life at minnow.,meals,positive
2070,"Most importantly, food is excellent.",food,positive
2671,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",roofdeck,positive
2671,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,negative
335,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",manager,positive
1845,"However, service was as plain as sesame crusted Salmon I had.",service,neutral
1845,"However, service was as plain as sesame crusted Salmon I had.",sesame_crusted_salmon,neutral
149,It's great to go for a quick lunch either alone or with a friend.,lunch,positive
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
877,So some of the reviews here are accurate about the crowd and noise.,crowd,negative
877,So some of the reviews here are accurate about the crowd and noise.,noise,negative
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,positive
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,positive
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,positive
8,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative
8,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",served,negative
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive
946,"We only ordered desserts and drinks, but no refills were offered.",desserts,neutral
946,"We only ordered desserts and drinks, but no refills were offered.",drinks,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",dinner,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",brunch,neutral
303,"I have been here a few times for dinner, once for brunch and twice for lunch.",lunch,neutral
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",beef_cubes,positive
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",chicken_with_chili_and_lemon_grass,positive
1323,The music is the best among all the Indian restaurants I have visited.,music,positive
2899,"The bread and lamb chops I had before the meal were quite good, however.",bread,positive
2899,"The bread and lamb chops I had before the meal were quite good, however.",lamb_chops,positive
2899,"The bread and lamb chops I had before the meal were quite good, however.",meal,neutral
584,Rao's has the best service and atmosphere in NYC.,service,positive
584,Rao's has the best service and atmosphere in NYC.,atmosphere,positive
2906,instead ordered an ice cold beer which to me works with indian.,beer,positive
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",noodles,negative
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",sugar,negative
3048,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative
1322,one of the best Chicken Tikka Masala.,chicken_tikka_masala,positive
2089,"Excellent dumplings served amid clean, chic decor.",dumplings,positive
2089,"Excellent dumplings served amid clean, chic decor.",decor,positive
184,"The kitchen however, is almost always slow.",kitchen,negative
3697,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",corned_beef,positive
3697,"The corned beef and pastrami are excellent, much less fatty than those big tourist places around Times Square.",pastrami,positive
2364,"Cute place, nice wait staff but would never go there again.",wait_staff,positive
2364,"Cute place, nice wait staff but would never go there again.",place,positive
1328,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,positive
3588,people are rude bit again it's new york!,people,negative
1482,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",plain_slice,positive
1482,"The plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,positive
1372,Service was also horrible and the ambience is not that great.,service,negative
1372,Service was also horrible and the ambience is not that great.,ambience,negative
1602,"Service is great, takeout is good too.",service,positive
1602,"Service is great, takeout is good too.",takeout,positive
1473,The pizza is overpriced and soggy.,pizza,negative
929,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",menu,positive
929,"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",view,positive
1675,"For the quality of food, a little too expensive.",quality_of_food,negative
3220,Here's to the fake fish tanks too...,fish_tanks,negative
2746,I've never had bad service and the fish is fresh and delicious.,service,positive
2746,I've never had bad service and the fish is fresh and delicious.,fish,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live_jazz_band,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,positive
2718,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",lobster_cobb_salad,neutral
2063,we decided to eat in tea room which was small and cute.,tea_room,positive
2691,What an amazing meal and experience!,meal,positive
350,Unique apppetizers.,apppetizers,positive
2892,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",staff,positive
3227,IT is the best deal in town for a Monday night dinner at a fine restaurant.,dinner,positive
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",sandwiches,negative
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",chips,neutral
3684,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,neutral
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait,negative
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim_sum,neutral
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",dim_sum_atmosphere,neutral
2104,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",tables,positive
2037,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,negative
2037,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian_food,neutral
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive
693,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,positive
3184,The Thai food is good.,thai_food,positive
519,"Great selection of wine, and seafood.",selection_of_wine,positive
519,"Great selection of wine, and seafood.",seafood,positive
379,Acceptable prices.,prices,positive
3005,we were seated at the sushi bar in front of yasuda.,sushi_bar,neutral
3035,"As I made the title, it's an affordable restaurant for great taste.",taste,positive
2233,Definitely not worth the price!,price,negative
905,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",french_food,positive
905,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,positive
2965,It's easy to get a table for a large group and you don't get hustled out.,table,positive
2405,Great food at reasonable prices.,food,positive
2405,Great food at reasonable prices.,prices,positive
1730,Salads are a delicious way to begin the meal.,salads,positive
1730,Salads are a delicious way to begin the meal.,meal,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",tamarind_duck,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",noodles_with_ground_beef,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",dishes,positive
1120,"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",thai_flavors,positive
3314,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,prices,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,entree,positive
3516,The prices are about $9 for an entree for dinner and even less for lunch.,dinner,neutral
3516,The prices are about $9 for an entree for dinner and even less for lunch.,lunch,positive
2799,and you can't beat the prices.,prices,positive
1668,Should you happen to be impressed by the cuisine definitely try it.,cuisine,positive
3264,"I had the black cod with yuzu sauce, which was wonderful.",black_cod_with_yuzu_sauce,positive
2922,Prices too high for this cramped and unappealing resturant.,prices,negative
1357,Total hipster-wannabe attitude in an otherwise sweet spot.,spot,positive
1670,"Yes, there might be a wait if you have no reservations.",wait,negative
1670,"Yes, there might be a wait if you have no reservations.",reservations,neutral
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",bread,negative
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",salad,negative
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,negative
189,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,negative
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,pizza,positive
1488,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,positive
2190,Downstairs lounge is always a good attraction,downstairs_lounge,positive
2653,The menu prices are a bit expensive for what you get in quality and portion size.,menu_prices,negative
2653,The menu prices are a bit expensive for what you get in quality and portion size.,quality,negative
2653,The menu prices are a bit expensive for what you get in quality and portion size.,portion_size,negative
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",food,neutral
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",busboy,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",waiter,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",cheese,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",pasta,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",water_and_wine_glasses,negative
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",wine,neutral
365,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine.",meal,neutral
136,The takeout is great too since they give high quality tupperware as well.,takeout,positive
2236,"The food was not fresh, the sauces were bland and very oily.",food,negative
2236,"The food was not fresh, the sauces were bland and very oily.",sauces,negative
2483,Could be pricey without a prix fixe meal.,prix_fixe_meal,negative
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambiance,positive
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night_scene,positive
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive
2366,One of us actually liked the expresso - that's it.,expresso,positive
3275,"Again, the waitress was awesome.",waitress,positive
1591,I loved everythig about it-especially the shows and actors.,shows,positive
1591,I loved everythig about it-especially the shows and actors.,actors,positive
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot_sauce,positive
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,neutral
799,"The food was just OK, I would never go back.",food,neutral
2923,Zero ambiance to boot.,ambiance,negative
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,service,positive
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,dining,positive
3392,i recommend the thai popcorn :),thai_popcorn,positive
1844,"Everything looks great, the drinks, the decor, the food, even the people.",drinks,positive
1844,"Everything looks great, the drinks, the decor, the food, even the people.",decor,positive
1844,"Everything looks great, the drinks, the decor, the food, even the people.",food,positive
2859,As soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,negative
2859,As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,neutral
2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,positive
2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,positive
741,The tuna and wasabe potatoes are excellent.,tuna,positive
741,The tuna and wasabe potatoes are excellent.,wasabe_potatoes,positive
775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat_check_girls,negative
775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat_check_girls,negative
800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive
896,Ummm...the beer was cold.,beer,positive
